Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Salesperson,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
14,US-2016-100006,2016-06-14 01:19:27,2016-06-16 01:19:27,Standard Class,CUST-00147,Neha Joshi,Corporate,United States,Dallas,Wisconsin,50039,Central,FUR-CHA-003,Furniture,Chairs,Chairs Product 3,906.0962664403193,4,0.1,-7.2031211002961015
15,US-2016-100006,2016-06-14 01:19:27,2016-06-16 01:19:27,Standard Class,CUST-00147,Neha Joshi,Corporate,United States,Dallas,Wisconsin,14484,Central,TEC-ACC-002,Technology,Accessories,Accessories Product 2,493.7095319354674,2,0.3,16.744156270443806
16,US-2017-100007,2017-06-28 13:40:17,2017-06-30 13:40:17,Second Class,CUST-00069,Kabir Singh,Consumer,United States,Los Angeles,Colorado,50544,West,FUR-BOO-007,Furniture,Bookcases,Bookcases Product 7,167.6650315189955,3,0.3,-8.354447342429546
17,US-2017-100007,2017-06-28 13:40:17,2017-06-30 13:40:17,Second Class,CUST-00069,Kabir Singh,Consumer,United States,Los Angeles,Colorado,53404,West,FUR-TAB-002,Furniture,Tables,Tables Product 2,429.0083181813265,3,0.0,11.187531781723608
18,US-2017-100007,2017-06-28 13:40:17,2017-06-30 13:40:17,Second Class,CUST-00069,Kabir Singh,Consumer,United States,Los Angeles,Colorado,78388,West,TEC-COP-005,Technology,Copiers,Copiers Product 5,882.5272146119466,3,0.5,-116.34868699788706
19,US-2014-100008,2017-10-29 10:19:38,2017-10-31 10:19:38,First Class,CUST-00369,Neha Joshi,Corporate,United States,Detroit,Minnesota,92676,Central,TEC-ACC-005,Technology,Accessories,Accessories Product 5,941.7146483968376,4,0.0,168.81240283270938
20,US-2015-100009,2014-09-03 14:13:07,2014-09-04 14:13:07,First Class,CUST-00587,Vihaan Kumar,Corporate,United States,Minneapolis,Minnesota,42802,Central,OFF-APP-005,Office Supplies,Appliances,Appliances Product 5,65.61488097732442,7,0.1,6.067288476263833
21,US-2015-100009,2014-09-03 14:13:07,2014-09-04 14:13:07,First Class,CUST-00587,Vihaan Kumar,Corporate,United States,Minneapolis,Minnesota,53542,Central,OFF-PAP-002,Office Supplies,Paper,Paper Product 2,191.47993958774268,5,0.1,13.668753926766408
22,US-2015-100009,2014-09-03 14:13:07,2014-09-04 14:13:07,First Class,CUST-00587,Vihaan Kumar,Corporate,United States,Minneapolis,Minnesota,97087,Central,OFF-LAB-007,Office Supplies,Labels,Labels Product 7,64.96807979480103,1,0.2,-1.9155349835273616
23,US-2015-100009,2014-09-03 14:13:07,2014-09-04 14:13:07,First Class,CUST-00587,Vihaan Kumar,Corporate,United States,Minneapolis,Minnesota,18779,Central,OFF-PAP-007,Office Supplies,Paper,Paper Product 7,71.11075656807189,4,0.0,12.453543936073682
24,US-2016-100010,2015-03-21 12:07:37,2015-03-22 12:07:37,First Class,CUST-00625,Aarav Mehta,Home Office,United States,San Francisco,Nevada,22871,West,FUR-FUR-003,Furniture,Furnishings,Furnishings Product 3,230.72252887001477,5,0.3,-25.892562888512497
25,US-2016-100010,2015-03-21 12:07:37,2015-03-22 12:07:37,First Class,CUST-00625,Aarav Mehta,Home Office,United States,San Francisco,Nevada,10152,West,TEC-ACC-002,Technology,Accessories,Accessories Product 2,152.52997520122915,1,0.5,-23.479790745025976
26,US-2017-100011,2016-11-21 16:04:17,2016-11-21 16:04:17,Standard Class,CUST-00514,Kabir Singh,Corporate,United States,Fresno,California,61517,West,OFF-STO-006,Office Supplies,Storage,Storage Product 6,68.27973765623707,6,0.0,12.299378417581936
27,US-2017-100011,2016-11-21 16:04:17,2016-11-21 16:04:17,Standard Class,CUST-00514,Kabir Singh,Corporate,United States,Fresno,California,57121,West,OFF-STO-003,Office Supplies,Storage,Storage Product 3,129.7102838527539,5,0.0,21.494351470038897
28,US-2014-100012,2017-05-28 20:29:53,2017-05-29 20:29:53,First Class,CUST-00233,Meera Nair,Consumer,United States,Savannah,South Carolina,92830,South,FUR-CHA-005,Furniture,Chairs,Chairs Product 5,251.3516932123755,2,0.2,-0.7467940180195326
29,US-2015-100013,2016-06-03 01:56:11,2016-06-06 01:56:11,Standard Class,CUST-00678,Aarav Mehta,Home Office,United States,Boise,Washington,65001,West,OFF-STO-004,Office Supplies,Storage,Storage Product 4,44.35659820896485,2,0.4,-4.340449557141352
30,US-2015-100013,2016-06-03 01:56:11,2016-06-06 01:56:11,Standard Class,CUST-00678,Aarav Mehta,Home Office,United States,Boise,Washington,13740,West,OFF-SUP-003,Office Supplies,Supplies,Supplies Product 3,274.1871987273221,3,0.0,47.1181218803443
31,US-2016-100014,2015-03-30 02:52:07,2015-03-31 02:52:07,First Class,CUST-00610,Neha Joshi,Corporate,United States,Minneapolis,Michigan,60712,Central,OFF-STO-004,Office Supplies,Storage,Storage Product 4,100.86843558784506,3,0.05,14.323942785839575
32,US-2017-100015,2014-03-28 02:08:16,2014-03-30 02:08:16,Standard Class,CUST-00635,Ananya Verma,Corporate,United States,Boston,Virginia,18735,East,OFF-LAB-001,Office Supplies,Labels,Labels Product 1,50.88594969180343,2,0.0,6.623181363552346
33,US-2014-100016,2014-02-05 08:10:07,2014-02-07 08:10:07,Standard Class,CUST-00466,Aarav Mehta,Consumer,United States,Portland,California,14191,West,TEC-PHO-007,Technology,Phones,Phones Product 7,404.254616699152,2,0.0,93.79546195361011
34,US-2014-100016,2014-02-05 08:10:07,2014-02-07 08:10:07,Standard Class,CUST-00466,Aarav Mehta,Consumer,United States,Portland,California,25759,West,TEC-ACC-002,Technology,Accessories,Accessories Product 2,109.14880336394354,1,0.5,-9.240892827523377
35,US-2014-100016,2014-02-05 08:10:07,2014-02-07 08:10:07,Standard Class,CUST-00466,Aarav Mehta,Consumer,United States,Portland,California,37100,West,FUR-FUR-006,Furniture,Furnishings,Furnishings Product 6,272.68762226796747,4,0.0,31.57114566415529
36,US-2014-100016,2014-02-05 08:10:07,2014-02-07 08:10:07,Standard Class,CUST-00466,Aarav Mehta,Consumer,United States,Portland,California,34284,West,TEC-COP-001,Technology,Copiers,Copiers Product 1,1121.702570028606,2,0.3,-44.37280153277498
37,US-2015-100017,2014-12-06 05:58:39,2014-12-10 05:58:39,Second Class,CUST-00556,Kabir Singh,Consumer,United States,Portland,Arizona,55599,West,OFF-LAB-007,Office Supplies,Labels,Labels Product 7,24.9593610762646,1,0.1,2.791994453028329
38,US-2016-100018,2016-09-14 07:21:51,2016-09-18 07:21:51,Second Class,CUST-00286,Ishita Kapoor,Corporate,United States,Pittsburgh,Massachusetts,80470,East,FUR-FUR-005,Furniture,Furnishings,Furnishings Product 5,309.4779042405865,2,0.1,1.4261815545608905
39,US-2016-100018,2016-09-14 07:21:51,2016-09-18 07:21:51,Second Class,CUST-00286,Ishita Kapoor,Corporate,United States,Pittsburgh,Massachusetts,51214,East,TEC-PHO-003,Technology,Phones,Phones Product 3,267.68666681591003,2,0.0,34.458816468943546
40,US-2016-100018,2016-09-14 07:21:51,2016-09-18 07:21:51,Second Class,CUST-00286,Ishita Kapoor,Corporate,United States,Pittsburgh,Massachusetts,10554,East,FUR-CHA-005,Furniture,Chairs,Chairs Product 5,174.0822310693393,1,0.0,29.78796650438748
41,US-2016-100018,2016-09-14 07:21:51,2016-09-18 07:21:51,Second Class,CUST-00286,Ishita Kapoor,Corporate,United States,Pittsburgh,Massachusetts,17463,East,OFF-BIN-007,Office Supplies,Binders,Binders Product 7,154.80104202820257,5,0.1,17.27159944937262
42,US-2016-100018,2016-09-14 07:21:51,2016-09-18 07:21:51,Second Class,CUST-00286,Ishita Kapoor,Corporate,United States,Pittsburgh,Massachusetts,64896,East,OFF-APP-006,Office Supplies,Appliances,Appliances Product 6,62.19689133410768,5,0.8,-23.641443863626098
43,US-2017-100019,2015-11-29 08:30:37,2015-12-02 08:30:37,Standard Class,CUST-00617,Ananya Verma,Home Office,United States,Wilmington,Connecticut,73720,East,TEC-PHO-006,Technology,Phones,Phones Product 6,226.6308219671392,1,0.3,-14.659736146331287
44,US-2014-100020,2017-03-15 19:21:10,2017-03-16 19:21:10,Second Class,CUST-00293,Vihaan Kumar,Corporate,United States,Fort Worth,Michigan,38212,Central,OFF-APP-002,Office Supplies,Appliances,Appliances Product 2,42.39923695066298,2,0.3,-2.3996041526155096
45,US-2014-100020,2017-03-15 19:21:10,2017-03-16 19:21:10,Second Class,CUST-00293,Vihaan Kumar,Corporate,United States,Fort Worth,Michigan,38040,Central,OFF-BIN-005,Office Supplies,Binders,Binders Product 5,73.50546206985359,1,0.15,11.601708592469226
46,US-2015-100021,2017-11-01 23:40:36,2017-11-03 23:40:36,Standard Class,CUST-00480,Kavya Iyer,Home Office,United States,Louisville,Tennessee,87052,South,TEC-ACC-001,Technology,Accessories,Accessories Product 1,518.5454108608825,4,0.2,15.191381403127986
47,US-2015-100021,2017-11-01 23:40:36,2017-11-03 23:40:36,Standard Class,CUST-00480,Kavya Iyer,Home Office,United States,Louisville,Tennessee,13356,South,FUR-TAB-007,Furniture,Tables,Tables Product 7,164.72722695931492,2,0.2,-7.240698881437653
48,US-2015-100021,2017-11-01 23:40:36,2017-11-03 23:40:36,Standard Class,CUST-00480,Kavya Iyer,Home Office,United States,Louisville,Tennessee,45630,South,FUR-BOO-001,Furniture,Bookcases,Bookcases Product 1,637.4919457720372,5,0.0,136.42673545293576
49,US-2016-100022,2017-03-07 20:54:54,2017-03-10 20:54:54,Standard Class,CUST-00133,Neha Joshi,Corporate,United States,Milwaukee,Wisconsin,74017,Central,OFF-BIN-007,Office Supplies,Binders,Binders Product 7,29.549153613726837,4,0.15,0.9721409966610832
50,US-2016-100022,2017-03-07 20:54:54,2017-03-10 20:54:54,Standard Class,CUST-00133,Neha Joshi,Corporate,United States,Milwaukee,Wisconsin,66109,Central,FUR-CHA-007,Furniture,Chairs,Chairs Product 7,200.45843877903025,2,0.0,23.672321145216745
51,US-2017-100023,2014-03-20 22:08:42,2014-03-20 22:08:42,Second Class,CUST-00007,Kabir Singh,Consumer,United States,Salt Lake City,Oregon,28232,West,OFF-FAS-003,Office Supplies,Fasteners,Fasteners Product 3,179.50034311284142,4,0.1,14.78282020148582
52,US-2014-100024,2017-12-09 12:28:07,2017-12-11 12:28:07,Standard Class,CUST-00027,Aditya Rao,Corporate,United States,Tampa,Alabama,34459,South,FUR-BOO-005,Furniture,Bookcases,Bookcases Product 5,311.9089302904445,4,0.5,-55.36579565856853
53,US-2014-100024,2017-12-09 12:28:07,2017-12-11 12:28:07,Standard Class,CUST-00027,Aditya Rao,Corporate,United States,Tampa,Alabama,87539,South,FUR-BOO-005,Furniture,Bookcases,Bookcases Product 5,1111.469410609032,6,0.0,122.45995731673722
54,US-2015-100025,2015-06-20 12:56:32,2015-06-24 12:56:32,Second Class,CUST-00782,Vihaan Kumar,Corporate,United States,Houston,Missouri,80655,Central,OFF-LAB-006,Office Supplies,Labels,Labels Product 6,32.94659355437312,1,0.2,2.1101332530699715
55,US-2015-100025,2015-06-20 12:56:32,2015-06-24 12:56:32,Second Class,CUST-00782,Vihaan Kumar,Corporate,United States,Houston,Missouri,22090,Central,OFF-BIN-004,Office Supplies,Binders,Binders Product 4,102.22751822061043,2,0.3,2.6865726479827106
56,US-2016-100026,2014-07-27 12:18:18,2014-07-29 12:18:18,Standard Class,CUST-00734,Aditya Rao,Corporate,United States,Louisville,Florida,53485,South,OFF-LAB-001,Office Supplies,Labels,Labels Product 1,24.437477023967027,5,0.4,0.048076832709302
57,US-2017-100027,2017-05-24 19:24:38,2017-05-24 19:24:38,Standard Class,CUST-00519,Ananya Verma,Home Office,United States,Worcester,Connecticut,65898,East,TEC-MAC-006,Technology,Machines,Machines Product 6,2080.109210826553,7,0.4,-106.0690152405502
58,US-2017-100027,2017-05-24 19:24:38,2017-05-24 19:24:38,Standard Class,CUST-00519,Ananya Verma,Home Office,United States,Worcester,Connecticut,62500,East,FUR-TAB-004,Furniture,Tables,Tables Product 4,214.471954060552,2,0.1,-14.992876976993392
59,US-2014-100028,2014-10-16 03:30:28,2014-10-16 03:30:28,Standard Class,CUST-00309,Neha Joshi,Consumer,United States,Detroit,Michigan,91183,Central,FUR-FUR-007,Furniture,Furnishings,Furnishings Product 7,314.4709944132404,1,0.6,-71.93176647861713
60,US-2014-100028,2014-10-16 03:30:28,2014-10-16 03:30:28,Standard Class,CUST-00309,Neha Joshi,Consumer,United States,Detroit,Michigan,20556,Central,OFF-FAS-005,Office Supplies,Fasteners,Fasteners Product 5,902.8807405955208,8,0.4,-22.692264806996544
61,US-2015-100029,2015-04-15 08:56:38,2015-04-17 08:56:38,Standard Class,CUST-00645,Ananya Verma,Consumer,United States,Baltimore,Connecticut,50596,East,OFF-FAS-003,Office Supplies,Fasteners,Fasteners Product 3,111.04526661150727,3,0.0,19.787145206550257
62,US-2016-100030,2016-03-16 07:49:45,2016-03-17 07:49:45,Standard Class,CUST-00540,Aarav Mehta,Home Office,United States,Portland,Colorado,99274,West,OFF-BIN-007,Office Supplies,Binders,Binders Product 7,1903.838148733296,8,0.05,120.31240734296787
63,US-2017-100031,2017-03-19 04:32:46,2017-03-22 04:32:46,Second Class,CUST-00626,Meera Nair,Consumer,United States,Louisville,Tennessee,96164,South,OFF-SUP-005,Office Supplies,Supplies,Supplies Product 5,199.77199070556455,4,0.5,-57.68451437140535
64,US-2014-100032,2014-10-20 07:37:21,2014-10-23 07:37:21,Same Day,CUST-00493,Aarav Mehta,Corporate,United States,Tucson,Washington,34584,West,OFF-ENV-006,Office Supplies,Envelopes,Envelopes Product 6,160.1758571216412,3,0.05,20.93999819866126
65,US-2014-100032,2014-10-20 07:37:21,2014-10-23 07:37:21,Same Day,CUST-00493,Aarav Mehta,Corporate,United States,Tucson,Washington,33949,West,OFF-SUP-007,Office Supplies,Supplies,Supplies Product 7,16.160266742214947,2,0.8,-6.120732591275026
66,US-2015-100033,2014-06-28 04:01:15,2014-06-29 04:01:15,First Class,CUST-00033,Diya Sharma,Home Office,United States,Denver,Utah,49974,West,OFF-APP-001,Office Supplies,Appliances,Appliances Product 1,76.31140996247234,4,0.0,8.549016562936108
67,US-2016-100034,2015-03-18 20:49:34,2015-03-22 20:49:34,Second Class,CUST-00006,Aditya Rao,Consumer,United States,Jacksonville,Louisiana,79489,South,OFF-SUP-007,Office Supplies,Supplies,Supplies Product 7,16.40378548218219,2,0.2,-0.0747383931941034
68,US-2016-100034,2015-03-18 20:49:34,2015-03-22 20:49:34,Second Class,CUST-00006,Aditya Rao,Consumer,United States,Jacksonville,Louisiana,76684,South,OFF-PAP-001,Office Supplies,Paper,Paper Product 1,142.8833106451404,3,0.3,-11.495504566314564
69,US-2017-100035,2014-04-20 08:46:08,2014-04-22 08:46:08,Standard Class,CUST-00039,Kabir Singh,Home Office,United States,Salt Lake City,Washington,33047,West,OFF-ENV-001,Office Supplies,Envelopes,Envelopes Product 1,56.91481554095253,2,0.7,-17.111260129882723
70,US-2017-100035,2014-04-20 08:46:08,2014-04-22 08:46:08,Standard Class,CUST-00039,Kabir Singh,Home Office,United States,Salt Lake City,Washington,85958,West,TEC-ACC-008,Technology,Accessories,Accessories Product 8,1389.2317335340426,4,0.2,7.69283926706283
71,US-2014-100036,2016-01-12 08:20:48,2016-01-13 08:20:48,Standard Class,CUST-00329,Meera Nair,Consumer,United States,Birmingham,Georgia,57182,South,OFF-SUP-008,Office Supplies,Supplies,Supplies Product 8,30.11169242098991,3,0.15,0.8913180131931314
72,US-2014-100036,2016-01-12 08:20:48,2016-01-13 08:20:48,Standard Class,CUST-00329,Meera Nair,Consumer,United States,Birmingham,Georgia,84848,South,OFF-ART-006,Office Supplies,Art,Art Product 6,174.52093525970298,6,0.2,7.369986727623651
73,US-2015-100037,2017-03-13 07:29:14,2017-03-16 07:29:14,Standard Class,CUST-00061,Neha Joshi,Corporate,United States,Fort Worth,Illinois,18354,Central,TEC-COP-005,Technology,Copiers,Copiers Product 5,1218.8264675073171,4,0.05,320.25990525088463
74,US-2016-100038,2017-02-27 21:53:31,2017-03-02 21:53:31,Standard Class,CUST-00085,Aarav Mehta,Consumer,United States,Seattle,Utah,86840,West,OFF-LAB-008,Office Supplies,Labels,Labels Product 8,27.90926721718748,1,0.2,-0.955765237477208
75,US-2016-100038,2017-02-27 21:53:31,2017-03-02 21:53:31,Standard Class,CUST-00085,Aarav Mehta,Consumer,United States,Seattle,Utah,56453,West,OFF-STO-001,Office Supplies,Storage,Storage Product 1,287.2443370179316,9,0.0,29.810567437312496
76,US-2016-100038,2017-02-27 21:53:31,2017-03-02 21:53:31,Standard Class,CUST-00085,Aarav Mehta,Consumer,United States,Seattle,Utah,30705,West,OFF-BIN-002,Office Supplies,Binders,Binders Product 2,48.08665716207933,1,0.3,-1.7261005520086097
77,US-2016-100038,2017-02-27 21:53:31,2017-03-02 21:53:31,Standard Class,CUST-00085,Aarav Mehta,Consumer,United States,Seattle,Utah,88010,West,FUR-FUR-006,Furniture,Furnishings,Furnishings Product 6,1738.762974844477,6,0.0,173.76414626598157
78,US-2017-100039,2015-01-09 06:34:07,2015-01-12 06:34:07,First Class,CUST-00724,Rohan Gupta,Corporate,United States,Boston,New Jersey,53939,East,OFF-STO-004,Office Supplies,Storage,Storage Product 4,121.70002293963702,1,0.0,20.39457768525917
79,US-2014-100040,2015-09-30 03:49:20,2015-10-04 03:49:20,Standard Class,CUST-00115,Arjun Patel,Corporate,United States,St. Louis,Wisconsin,36543,Central,TEC-COP-003,Technology,Copiers,Copiers Product 3,616.4641843351071,1,0.4,-59.38863428600994
80,US-2014-100040,2015-09-30 03:49:20,2015-10-04 03:49:20,Standard Class,CUST-00115,Arjun Patel,Corporate,United States,St. Louis,Wisconsin,67091,Central,FUR-TAB-005,Furniture,Tables,Tables Product 5,360.3661152836104,5,0.15,-33.505945894340755
81,US-2014-100040,2015-09-30 03:49:20,2015-10-04 03:49:20,Standard Class,CUST-00115,Arjun Patel,Corporate,United States,St. Louis,Wisconsin,98823,Central,FUR-CHA-008,Furniture,Chairs,Chairs Product 8,275.7121428668344,3,0.1,19.71348196533624
82,US-2015-100041,2017-09-08 19:17:02,2017-09-11 19:17:02,Standard Class,CUST-00576,Rohan Gupta,Consumer,United States,Hartford,New Jersey,79087,East,TEC-ACC-006,Technology,Accessories,Accessories Product 6,1020.9301027561272,2,0.15,81.84432718813906
83,US-2016-100042,2017-02-08 07:35:55,2017-02-12 07:35:55,Standard Class,CUST-00296,Meera Nair,Corporate,United States,Raleigh,South Carolina,26553,South,FUR-FUR-005,Furniture,Furnishings,Furnishings Product 5,1151.0837051130063,4,0.2,-81.80523776786698
84,US-2016-100042,2017-02-08 07:35:55,2017-02-12 07:35:55,Standard Class,CUST-00296,Meera Nair,Corporate,United States,Raleigh,South Carolina,63025,South,OFF-LAB-003,Office Supplies,Labels,Labels Product 3,214.82733788040545,3,0.0,35.2037910158071
85,US-2016-100042,2017-02-08 07:35:55,2017-02-12 07:35:55,Standard Class,CUST-00296,Meera Nair,Corporate,United States,Raleigh,South Carolina,26849,South,OFF-PAP-003,Office Supplies,Paper,Paper Product 3,185.77369857465217,3,0.0,16.851105621013776
86,US-2017-100043,2016-02-03 17:12:09,2016-02-05 17:12:09,Standard Class,CUST-00378,Kavya Iyer,Home Office,United States,Charlotte,Louisiana,90266,South,FUR-BOO-004,Furniture,Bookcases,Bookcases Product 4,918.2321186224748,5,0.0,148.3454649861621
87,US-2017-100043,2016-02-03 17:12:09,2016-02-05 17:12:09,Standard Class,CUST-00378,Kavya Iyer,Home Office,United States,Charlotte,Louisiana,49286,South,TEC-COP-003,Technology,Copiers,Copiers Product 3,978.418749671714,4,0.3,49.239649683617245
88,US-2014-100044,2015-05-23 17:13:42,2015-05-26 17:13:42,Standard Class,CUST-00681,Ananya Verma,Corporate,United States,New York City,Virginia,54173,East,FUR-BOO-004,Furniture,Bookcases,Bookcases Product 4,91.7217818720306,1,0.4,-28.533418276570348
89,US-2014-100044,2015-05-23 17:13:42,2015-05-26 17:13:42,Standard Class,CUST-00681,Ananya Verma,Corporate,United States,New York City,Virginia,15186,East,TEC-PHO-003,Technology,Phones,Phones Product 3,1178.8155815065486,5,0.0,260.1054744402116
90,US-2015-100045,2014-05-31 10:33:37,2014-06-06 10:33:37,Second Class,CUST-00627,Kabir Singh,Home Office,United States,Salt Lake City,Utah,48405,West,OFF-SUP-005,Office Supplies,Supplies,Supplies Product 5,136.9315496991758,4,0.3,-1.2258676287157655
91,US-2016-100046,2015-03-10 11:09:29,2015-03-13 11:09:29,Standard Class,CUST-00321,Meera Nair,Consumer,United States,Nashville,Florida,82483,South,TEC-COP-004,Technology,Copiers,Copiers Product 4,154.04674571863077,1,0.1,19.446989812579133
92,US-2016-100046,2015-03-10 11:09:29,2015-03-13 11:09:29,Standard Class,CUST-00321,Meera Nair,Consumer,United States,Nashville,Florida,53299,South,FUR-BOO-004,Furniture,Bookcases,Bookcases Product 4,84.13860070181197,2,0.15,5.246285537847625
93,US-2017-100047,2016-12-20 07:11:19,2016-12-21 07:11:19,Second Class,CUST-00627,Ananya Verma,Corporate,United States,Jersey City,New Jersey,60404,East,OFF-STO-006,Office Supplies,Storage,Storage Product 6,56.286926525351376,3,0.4,-8.73437617194192
94,US-2014-100048,2015-08-02 13:22:11,2015-08-04 13:22:11,Standard Class,CUST-00732,Kabir Singh,Consumer,United States,Denver,Washington,81328,West,FUR-TAB-006,Furniture,Tables,Tables Product 6,2163.828312652296,7,0.0,59.5294257185658
95,US-2015-100049,2015-03-28 23:53:15,2015-03-30 23:53:15,First Class,CUST-00394,Neha Joshi,Home Office,United States,Cleveland,Indiana,48052,Central,FUR-CHA-002,Furniture,Chairs,Chairs Product 2,3080.8997329285776,8,0.1,88.80732615847656
96,US-2015-100049,2015-03-28 23:53:15,2015-03-30 23:53:15,First Class,CUST-00394,Neha Joshi,Home Office,United States,Cleveland,Indiana,58848,Central,TEC-COP-002,Technology,Copiers,Copiers Product 2,1770.9908045883783,3,0.3,-32.48522754955278
97,US-2016-100050,2014-02-17 11:35:53,2014-02-18 11:35:53,Second Class,CUST-00356,Kavya Iyer,Consumer,United States,New Orleans,Georgia,59149,South,OFF-BIN-002,Office Supplies,Binders,Binders Product 2,43.33191401638803,2,0.0,6.232751974241892
98,US-2017-100051,2014-11-24 03:47:22,2014-11-30 03:47:22,Second Class,CUST-00561,Neha Joshi,Consumer,United States,Springfield,Michigan,11962,Central,OFF-FAS-006,Office Supplies,Fasteners,Fasteners Product 6,235.6846106419368,5,0.4,-1.0029687489471848
99,US-2014-100052,2015-06-02 01:32:23,2015-06-03 01:32:23,Standard Class,CUST-00418,Rohan Gupta,Consumer,United States,New York City,Connecticut,86025,East,OFF-ENV-003,Office Supplies,Envelopes,Envelopes Product 3,89.68870622429242,4,0.0,9.27265888129728
100,US-2014-100052,2015-06-02 01:32:23,2015-06-03 01:32:23,Standard Class,CUST-00418,Rohan Gupta,Consumer,United States,New York City,Connecticut,88088,East,TEC-PHO-006,Technology,Phones,Phones Product 6,508.33979731676646,1,0.0,89.00418706525365
101,US-2014-100052,2015-06-02 01:32:23,2015-06-03 01:32:23,Standard Class,CUST-00418,Rohan Gupta,Consumer,United States,New York City,Connecticut,29225,East,FUR-FUR-007,Furniture,Furnishings,Furnishings Product 7,420.9056373606584,3,0.3,-28.00086709549582
102,US-2015-100053,2016-05-24 08:22:02,2016-05-25 08:22:02,Standard Class,CUST-00477,Arjun Patel,Consumer,United States,Cleveland,Texas,12460,Central,OFF-BIN-006,Office Supplies,Binders,Binders Product 6,63.07709263607919,1,0.4,-9.78953581004935
103,US-2015-100053,2016-05-24 08:22:02,2016-05-25 08:22:02,Standard Class,CUST-00477,Arjun Patel,Consumer,United States,Cleveland,Texas,54023,Central,TEC-PHO-004,Technology,Phones,Phones Product 4,642.716760966507,3,0.2,56.71627378703148
104,US-2015-100053,2016-05-24 08:22:02,2016-05-25 08:22:02,Standard Class,CUST-00477,Arjun Patel,Consumer,United States,Cleveland,Texas,57664,Central,FUR-CHA-005,Furniture,Chairs,Chairs Product 5,433.9403117420724,2,0.05,31.03168543625498
